CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY,JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,SATCAT_KEY
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COMSATBW-2,2010-021B,EARTH,TEME,UTC,SGP4,2026-05-06T08:36:38.744928,1.00273078,0.0003094,0.0052,203.4607,219.3634,303.7099,0,U,36582,999,5853,0.00000000000000,0.00000096,0.0000000000000,42164.369,1436.078,35799.28,35773.189,PAYLOAD,LARGE,GER,2010-05-21,FRGUI,,5177103,322296596,0 COMSATBW-2,1 36582U 10021B   26126.35878177  .00000096  00000-0  00000+0 0  9995,2 36582   0.0052 203.4607 0003094 219.3634 303.7099  1.00273078 58539,36582,S36582,-,36582,2010-021B,A,P,COMSATBw-2,2010 May 21,S36583,ITBW,D,2010 May 21 2234,In Earth orbit,-,2026 May  5 ,    1436.084 ,   35773, ,   35799, ,  0.00 , ,GEO/S,36582
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 20,2012-043A,EARTH,TEME,UTC,SGP4,2026-05-06T11:06:53.542080,1.00271481,0.000184,0.0056,240.318,302.4609,276.7666,0,U,38740,999,5033,0.00000000000000,-0.00000017,0.0000000000000,42164.817,1436.101,35794.441,35778.924,PAYLOAD,LARGE,ITSO,2012-08-02,FRGUI,,5177132,322296455,0 INTELSAT 20,1 38740U 12043A   26126.46311970 -.00000017  00000-0  00000+0 0  9998,2 38740   0.0056 240.3180 0001840 302.4609 276.7666  1.00271481 50335,38740,S38740,-,38740,2012-043A,A,P      O,Intelsat IS-20,2012 Aug  2,S38743,SESINTU,US,2012 Aug  2 2121,In Earth orbit,-,2026 May  4 ,    1436.041 ,   35780, ,   35790, ,  0.01 , ,GEO/S,38740
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GOES 19,2024-119A,EARTH,TEME,UTC,SGP4,2026-05-06T11:04:14.503008,1.00271775,8.95e-05,0.0058,35.1903,65.2869,214.7226,0,U,60133,999,654,0.00000000000000,-0.00000241,0.0000000000000,42164.735,1436.097,35790.374,35782.826,PAYLOAD,,US,2024-06-25,AFETR,,5177610,322308611,0 GOES 19,1 60133U 24119A   26126.46127897 -.00000241  00000-0  00000+0 0  9998,2 60133   0.0058  35.1903 0000895  65.2869 214.7226  1.00271775  6546,60133,S60133,-,60133,2024-119A,A,P,GOES 19,2024 Jun 25,S60134,NOAA,US,2024 Jun 26 0156:02,In Earth orbit,-,2026 May  5 ,    1436.092 ,   35782, ,   35790, ,  0.00 , ,GEO/S,60133
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,KOREASAT 6,2010-070B,EARTH,TEME,UTC,SGP4,2026-05-06T08:56:38.464224,1.00271886,0.0002781,0.0061,337.0165,81.5762,99.7013,0,U,37265,999,5635,0.00000000000000,-0.00000103,0.0000000000000,42164.704,1436.095,35798.295,35774.843,PAYLOAD,LARGE,SKOR,2010-12-29,FRGUI,,5177110,322296190,0 KOREASAT 6,1 37265U 10070B   26126.37266741 -.00000103  00000-0  00000+0 0  9998,2 37265   0.0061 337.0165 0002781  81.5762  99.7013  1.00271886 56355,37265,S37265,-,37265,2010-070B,A,P,Olleh 1,2010 Dec 29,S37266,KTELT,KR,2010 Dec 29 2201,In Earth orbit,-,2026 May  5 ,    1436.094 ,   35774, ,   35798, ,  0.01 , ,GEO/S,37265
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COSMOS 2539,2019-048A,EARTH,TEME,UTC,SGP4,2026-05-06T08:03:45.296352,1.00271801,7.97e-05,0.0065,40.404,158.7865,157.9578,0,U,44457,999,2480,0.00000000000000,0.00000089,0.0000000000000,42164.727,1436.097,35789.953,35783.232,PAYLOAD,LARGE,CIS,2019-08-05,TTMTR,,5177216,322299071,0 COSMOS 2539,1 44457U 19048A   26126.33594093  .00000089  00000-0  00000+0 0  9995,2 44457   0.0065  40.4040 0000797 158.7865 157.9578  1.00271801 24808,44457,S44457,-,44457,2019-048A,A,P,Kosmos-2539,2019 Aug  5,S44458,VVKOV/VOENT,RU,2019 Aug  6 0658,In Earth orbit,-,2026 May  5 ,    1436.067 ,   35783, ,   35788, ,  0.00 , ,GEO/S,44457
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,HORIZONS 3E,2018-074B,EARTH,TEME,UTC,SGP4,2026-05-06T10:43:02.934336,1.00271688,6.91e-05,0.0066,117.2117,219.5441,217.3057,0,U,43633,999,2792,0.00000000000000,-0.00000023,0.0000000000000,42164.759,1436.098,35789.538,35783.711,PAYLOAD,LARGE,ITSO,2018-09-25,FRGUI,,5177202,322298397,0 HORIZONS 3E,1 43633U 18074B   26126.44656174 -.00000023  00000-0  00000+0 0  9998,2 43633   0.0066 117.2117 0000691 219.5441 217.3057  1.00271688 27923,43633,S43633,-,43633,2018-074B,A,P,Horizons 3e,2018 Sep 25,S43635,HORZ,US,2018 Sep 25 2306,In Earth orbit,-,2026 May  5 ,    1436.090 ,   35783, ,   35789, ,  0.02 , ,GEO/S,43633
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GALAXY 30,2020-056C,EARTH,TEME,UTC,SGP4,2026-05-06T13:28:34.309344,1.00271799,0.0002661,0.0067,303.3939,115.8647,242.3153,0,U,46114,999,2087,0.00000000000000,0.00000044,0.0000000000000,42164.728,1436.097,35797.813,35775.373,PAYLOAD,LARGE,US,2020-08-15,FRGUI,,5177246,322299939,0 GALAXY 30,1 46114U 20056C   26126.56150821  .00000044  00000-0  00000+0 0  9991,2 46114   0.0067 303.3939 0002661 115.8647 242.3153  1.00271799 20871,46114,S46114,-,46114,2020-056C,A,P      O,Galaxy 30,2020 Aug 15,S46113,SESINTU,US,2020 Aug 15 2231,In Earth orbit,-,2026 May  5 ,    1436.101 ,   35775, ,   35797, ,  0.01 , ,GEO/S,46114
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COMSATBW-1,2009-054B,EARTH,TEME,UTC,SGP4,2026-05-06T13:14:48.702048,1.00276503,0.0003723,0.0069,331.2301,85.1276,69.816,0,U,35943,999,6089,0.00000000000000,0.00000031,0.0000000000000,42163.409,1436.029,35800.972,35769.577,PAYLOAD,LARGE,GER,2009-09-30,FRGUI,,5177091,322295403,0 COMSATBW-1,1 35943U 09054B   26126.55195257  .00000031  00000-0  00000+0 0  9991,2 35943   0.0069 331.2301 0003723  85.1276  69.8160  1.00276503 60895,35943,S35943,-,35943,2009-054B,A,P,COMSATBw-1,2009 Oct  1,S35944,ITBW,D,2009 Oct  1 2231,In Earth orbit,-,2026 May  5 ,    1436.062 ,   35769, ,   35802, ,  0.07 , ,GEO/S,35943
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,HISPASAT 36W-1,2017-006A,EARTH,TEME,UTC,SGP4,2026-05-06T09:32:45.968064,1.002712,9.79e-05,0.0071,277.1491,124.6454,289.6692,0,U,41942,999,3382,0.00000000000000,-0.00000237,0.0000000000000,42164.896,1436.105,35790.889,35782.633,PAYLOAD,LARGE,SPN,2017-01-28,FRGUI,,5177353,322298100,0 HISPASAT 36W-1,1 41942U 17006A   26126.39775426 -.00000237  00000-0  00000+0 0  9996,2 41942   0.0071 277.1491 0000979 124.6454 289.6692  1.00271200 33823,41942,S41942,-,41942,2017-006A,A,P,Hispasat 36W-1,2017 Jan 28,S41943,HISP,E,2017 Jan 28 0135,In Earth orbit,-,2026 May  4 ,    1436.095 ,   35782, ,   35790, ,  0.01 , ,GEO/S,41942
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 31,2022-153A,EARTH,TEME,UTC,SGP4,2026-05-06T11:35:02.643072,1.00272664,0.0001525,0.0076,222.0158,190.0709,225.0284,0,U,54243,999,671,0.00000000000000,0.00000021,0.0000000000000,42164.486,1436.084,35792.781,35779.92,PAYLOAD,LARGE,US,2022-11-12,AFETR,,5177449,322303991,0 GALAXY 31,1 54243U 22153A   26126.48266948  .00000021  00000-0  00000+0 0  9997,2 54243   0.0076 222.0158 0001525 190.0709 225.0284  1.00272664  6717,54243,S54243,-,54243,2022-153A,A,P      O,Galaxy 31,2022 Nov 12,S54248,SESINTU,US,2022 Nov 12 1644,In Earth orbit,-,2026 May  5 ,    1436.088 ,   35779, ,   35792, ,  0.01 , ,GEO/S,54243
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TURKSAT 5A,2021-001A,EARTH,TEME,UTC,SGP4,2026-05-06T11:34:26.608224,1.00272084,2.84e-05,0.0078,337.7059,129.4712,321.7043,0,U,47306,999,1954,0.00000000000000,0.00000162,0.0000000000000,42164.648,1436.093,35787.711,35785.316,PAYLOAD,LARGE,TURK,2021-01-08,AFETR,,5177261,322300635,0 TURKSAT 5A,1 47306U 21001A   26126.48225241  .00000162  00000-0  00000+0 0  9997,2 47306   0.0078 337.7059 0000284 129.4712 321.7043  1.00272084 19544,47306,S47306,-,47306,2021-001A,A,P,Turksat 5A,2021 Jan  8,S47307,TURKS,TR,2021 Jan  8 0248,In Earth orbit,-,2026 May  5 ,    1436.094 ,   35785, ,   35787, ,  0.01 , ,GEO/S,47306
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ASIASAT 5,2009-042A,EARTH,TEME,UTC,SGP4,2026-05-06T11:54:24.691968,1.00273017,0.0001621,0.008,311.5622,76.435,115.4688,0,U,35696,999,6129,0.00000000000000,-0.00000300,0.0000000000000,42164.387,1436.079,35793.086,35779.417,PAYLOAD,LARGE,AC,2009-08-11,TTMTR,,5177081,322295778,0 ASIASAT 5,1 35696U 09042A   26126.49611912 -.00000300  00000-0  00000+0 0  9997,2 35696   0.0080 311.5622 0001621  76.4350 115.4688  1.00273017 61296,35696,S35696,-,35696,2009-042A,A,P,Asiasat 5,2009 Aug 11,S35697,ASIA,HK,2009 Aug 12 0502,In Earth orbit,-,2026 May  5 ,    1436.071 ,   35779, ,   35792, ,  0.01 , ,GEO/S,35696
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SUPERBIRD 8,2018-033A,EARTH,TEME,UTC,SGP4,2026-05-06T11:23:38.706720,1.00272169,0.0001408,0.0082,313.0103,99.518,144.7325,0,U,43271,999,2964,0.00000000000000,-0.00000084,0.0000000000000,42164.624,1436.091,35792.426,35780.553,PAYLOAD,LARGE,JPN,2018-04-05,FRGUI,,5177194,322298799,0 SUPERBIRD 8,1 43271U 18033A   26126.47475355 -.00000084  00000-0  00000+0 0  9991,2 43271   0.0082 313.0103 0001408  99.5180 144.7325  1.00272169 29640,43271,S43271,-,43271,2018-033A,A,P,Kirameki 1,2018 Apr  5,S43273,DSNC,J,2018 Apr  5 2203,In Earth orbit,-,2026 May  4 ,    1436.093 ,   35779, ,   35793, ,  0.01 , ,GEO/S,43271
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT 9B,2021-080A,EARTH,TEME,UTC,SGP4,2026-05-06T11:54:39.669408,1.0026941,0.0001757,0.0085,264.7577,152.5547,87.1054,0,U,49125,999,1723,0.00000000000000,-0.00000304,0.0000000000000,42165.398,1436.131,35794.671,35779.854,PAYLOAD,LARGE,PRC,2021-09-09,XSC,,5177378,322302614,0 CHINASAT 9B,1 49125U 21080A   26126.49629247 -.00000304  00000-0  00000+0 0  9999,2 49125   0.0085 264.7577 0001757 152.5547  87.1054  1.00269410 17234,49125,S49125,-,49125,2021-080A,A,P,Zhongxing 9B,2021 Sep  9,S49126,CHISAE,CN,2021 Sep  9 1215?,In Earth orbit,-,2026 May  5 ,    1436.123 ,   35779, ,   35794, ,  0.01 , ,GEO/S,49125
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS 9 (USA 275),2017-016A,EARTH,TEME,UTC,SGP4,2026-05-06T09:39:37.810080,1.00256253,8.63e-05,0.0087,246.2609,102.0817,8.8499,0,U,42075,999,3347,0.00000000000000,-0.00000091,0.0000000000000,42169.087,1436.319,35794.591,35787.313,PAYLOAD,LARGE,US,2017-03-19,AFETR,,5177179,322298110,0 WGS 9 (USA 275),1 42075U 17016A   26126.40252095 -.00000091  00000-0  00000+0 0  9997,2 42075   0.0087 246.2609 0000863 102.0817   8.8499  1.00256253 33479,42075,S42075,-,42075,2017-016A,A,P ------c,WGS SV-9,2017 Mar 19,S42076,SFSSC,US,2017 Mar 19 0059,In Earth orbit,-,2026 May  5 ,    1436.122 ,   35785, ,   35788, ,  0.01 , ,GEO/S,42075
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,PAKSAT MM1R,2024-104A,EARTH,TEME,UTC,SGP4,2026-05-06T11:36:33.903936,1.00267727,0.0001626,0.0088,251.034,149.5732,36.0302,0,U,59915,999,710,0.00000000000000,0.00000161,0.0000000000000,42165.87,1436.155,35794.591,35780.878,PAYLOAD,LARGE,PAKI,2024-05-30,XSC,,5177608,322308049,0 PAKSAT MM1R,1 59915U 24104A   26126.48372574  .00000161  00000-0  00000+0 0  9994,2 59915   0.0088 251.0340 0001626 149.5732  36.0302  1.00267727  7102,59915,S59915,-,59915,2024-104A,A,P,Paksat MM1,2024 May 30,S59916,SUPA,PK,2024 May 30 1240?,In Earth orbit,-,2026 May  5 ,    1436.164 ,   35781, ,   35794, ,  0.01 , ,GEO/S,59915
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ANIK G1,2013-014A,EARTH,TEME,UTC,SGP4,2026-05-06T09:12:25.417728,1.00271846,0.0002207,0.0089,296.9835,96.8727,221.1831,0,U,39127,999,4783,0.00000000000000,-0.00000066,0.0000000000000,42164.715,1436.096,35795.886,35777.274,PAYLOAD,LARGE,CA,2013-04-15,TTMTR,,5177137,322297524,0 ANIK G1,1 39127U 13014A   26126.38362752 -.00000066  00000-0  00000+0 0  9996,2 39127   0.0089 296.9835 0002207  96.8727 221.1831  1.00271846 47832,39127,S39127,-,39127,2013-014A,A,P,Anik G1,2013 Apr 15,S39128,TCANL,CA,2013 Apr 16 0349,In Earth orbit,-,2026 May  5 ,    1436.096 ,   35777, ,   35795, ,  0.01 , ,GEO/S,39127
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,GALAXY 32,2022-153B,EARTH,TEME,UTC,SGP4,2026-05-06T00:43:46.487424,1.00271655,0.00029252,0.009,316.6684,78.7927,108.3849,0,U,54244,999,1272,0.00000000000000,-0.00000166,0.0000000000000,42164.768,1436.099,35798.967,35774.3,PAYLOAD,LARGE,US,2022-11-12,AFETR,,5176958,322280210,0 GALAXY 32,1 54244U 22153B   26126.03039916 -.00000166  00000-0  00000-0 0  9994,2 54244   0.0090 316.6684 0002925  78.7927 108.3849  1.00271655 12724,54244,S54244,-,54244,2022-153B,A,P      O,Galaxy 32,2022 Nov 12,S54248,SESINTU,US,2022 Nov 12 1639,In Earth orbit,-,2026 May  5 ,    1436.096 ,   35774, ,   35798, ,  0.01 , ,GEO/S,54244
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,APSTAR 7,2012-013A,EARTH,TEME,UTC,SGP4,2026-05-06T13:41:04.011648,1.00270901,0.0003707,0.009,293.274,135.3145,77.6039,0,U,38107,999,5139,0.00000000000000,0.00000000,0.0000000000000,42164.98,1436.11,35802.475,35771.214,PAYLOAD,MEDIUM,PRC,2012-03-31,XSC,,5177125,322296871,0 APSTAR 7,1 38107U 12013A   26126.57018532  .00000000  00000-0  00000+0 0  9993,2 38107   0.0090 293.2740 0003707 135.3145  77.6039  1.00270901 51396,38107,S38107,-,38107,2012-013A,A,P,Apstar 7,2012 Mar 31,S38108,APT,HK,2012 Mar 31 1052,In Earth orbit,-,2026 May  5 ,    1436.119 ,   35771, ,   35802, ,  0.01 , ,GEO/S,38107
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,YAMAL 601,2019-031A,EARTH,TEME,UTC,SGP4,2026-05-06T11:39:41.105088,1.00272526,0.0002825,0.0092,338.2858,70.2411,39.7461,0,U,44307,999,2550,0.00000000000000,0.00000128,0.0000000000000,42164.524,1436.086,35798.301,35774.478,PAYLOAD,LARGE,CIS,2019-05-30,TTMTR,,5177213,322299538,0 YAMAL 601,1 44307U 19031A   26126.48589242  .00000128  00000-0  00000+0 0  9991,2 44307   0.0092 338.2858 0002825  70.2411  39.7461  1.00272526 25507,44307,S44307,-,44307,2019-031A,A,P,Yamal-601,2019 May 30,S44308,GAZS,RU,2019 May 31 0253,In Earth orbit,-,2026 May  5 ,    1436.094 ,   35774, ,   35798, ,  0.01 , ,GEO/S,44307
